timestamp,event_type,user,domain,user_sid,account_type,logon_type,status,failure_reason,logon_id,session_duration,source_ip,destination_ip,workstation_name,is_business_hours,day_of_week,hour_of_day,elevated_token,risk_factors,risk_score,authentication_method,event_id,event_task_category,target_user_name,caller_process_name
2025-01-24 11:37:46,Logoff,Adnan,DESKTOP-0AQJ93G,,,,success,,0x29fa5fa,,,,,1,Friday,11,0,[],0.0,,4634,12545,,
2025-01-24 11:37:43,Logon,Adnan,DESKTOP-0AQJ93G,S-1-5-21-4114251309-1198409920-2901769127-1001,,Interactive,success,,0x3e7,0.0,127.0.0.1,,DESKTOP-0AQJ93G$,1,Friday,11,0,[],0.0,DESKTOP-0AQJ93G,4624,12544,,
2025-01-24 10:17:45,Logoff,UMFD-2,Font Driver Host,,,,success,,0x207f9fa,,,,,1,Friday,10,0,[],0.0,,4634,12545,,
2025-01-24 10:02:56,Logoff,Adnan,DESKTOP-0AQJ93G,,,,success,,0x280f113,,,,,1,Friday,10,0,[],0.0,,4634,12545,,
2025-01-24 09:37:58,Logoff,Adnan,DESKTOP-0AQJ93G,,,,success,,0x25c8f9a,,,,,1,Friday,9,0,[],0.0,,4634,12545,,
2025-01-24 09:07:35,Logon,Adnan,DESKTOP-0AQJ93G,S-1-5-21-4114251309-1198409920-2901769127-1001,,Interactive,success,,0x3e7,0.0,127.0.0.1,,DESKTOP-0AQJ93G$,1,Friday,9,0,[],0.0,DESKTOP-0AQJ93G,4624,12544,,
2025-01-23 23:37:51,Logoff,Adnan,DESKTOP-0AQJ93G,,,,success,,0x205f650,,,,,0,Thursday,23,0,[],0.0,,4634,12545,,
2025-01-23 23:07:26,Logoff,Adnan,DESKTOP-0AQJ93G,,,,success,,0x13c0a32,,,,,0,Thursday,23,0,[],0.0,,4634,12545,,
2025-01-23 22:56:32,Logoff,Adnan,DESKTOP-0AQJ93G,,,,success,,0x1286819,,,,,0,Thursday,22,0,[],0.0,,4634,12545,,
2025-01-23 22:14:40,Logoff,Adnan,DESKTOP-0AQJ93G,,,,success,,0x6334b6,,,,,0,Thursday,22,0,[],0.0,,4634,12545,,
2025-01-23 17:41:00,Logoff,Adnan,DESKTOP-0AQJ93G,,,,success,,0x4a10b4,,,,,1,Thursday,17,0,[],0.0,,4634,12545,,
2025-01-23 17:32:04,Logon,Adnan,DESKTOP-0AQJ93G,S-1-5-21-4114251309-1198409920-2901769127-1001,,Interactive,success,,0x3e7,0.0,127.0.0.1,,DESKTOP-0AQJ93G$,1,Thursday,17,0,[],0.0,DESKTOP-0AQJ93G,4624,12544,,
2025-01-23 06:44:41,Logon,Adnan,DESKTOP-0AQJ93G,S-1-5-21-4114251309-1198409920-2901769127-1001,,Interactive,success,,0x3e7,0.0,127.0.0.1,,DESKTOP-0AQJ93G$,0,Thursday,6,0,[],0.0,DESKTOP-0AQJ93G,4624,12544,,
2025-01-23 11:35:25,Logoff,Adnan,DESKTOP-0AQJ93G,,,,success,,0x3c76708,,,,,1,Thursday,11,0,[],0.0,,4634,12545,,
2025-01-22 20:12:36,Logon,Adnan,DESKTOP-0AQJ93G,S-1-5-21-4114251309-1198409920-2901769127-1001,,Interactive,success,,0x3e7,0.0,127.0.0.1,,DESKTOP-0AQJ93G$,0,Wednesday,20,0,[],0.0,DESKTOP-0AQJ93G,4624,12544,,
2025-01-22 16:12:18,Logoff,DWM-6,Window Manager,,,,success,,0x1e6150d,,,,,1,Wednesday,16,0,[],0.0,,4634,12545,,
2025-01-22 16:12:17,Logoff,UMFD-6,Font Driver Host,,,,success,,0x1e5e8ad,,,,,1,Wednesday,16,0,[],0.0,,4634,12545,,
2025-01-22 15:52:04,Logon,Adnan,DESKTOP-0AQJ93G,S-1-5-21-4114251309-1198409920-2901769127-1001,,Interactive,success,,0x3e7,0.0,127.0.0.1,,DESKTOP-0AQJ93G$,1,Wednesday,15,0,[],0.0,DESKTOP-0AQJ93G,4624,12544,,
2025-01-22 15:06:46,Logoff,DWM-5,Window Manager,,,,success,,0x1b07c3a,,,,,1,Wednesday,15,0,[],0.0,,4634,12545,,
2025-01-22 15:06:45,Logoff,UMFD-5,Font Driver Host,,,,success,,0x1b0515b,,,,,1,Wednesday,15,0,[],0.0,,4634,12545,,
2025-01-22 15:02:36,Logoff,Adnan,DESKTOP-0AQJ93G,,,,success,,0x1b74037,,,,,1,Wednesday,15,0,[],0.0,,4634,12545,,
2025-01-22 15:02:33,Logon,Adnan,DESKTOP-0AQJ93G,S-1-5-21-4114251309-1198409920-2901769127-1001,,Interactive,success,,0x3e7,0.0,127.0.0.1,,DESKTOP-0AQJ93G$,1,Wednesday,15,0,[],0.0,DESKTOP-0AQJ93G,4624,12544,,
2025-01-22 10:13:41,Logoff,UMFD-4,Font Driver Host,,,,success,,0x12893ec,,,,,1,Wednesday,10,0,[],0.0,,4634,12545,,
2025-01-22 09:11:02,Logoff,Adnan,DESKTOP-0AQJ93G,,,,success,,0x132b621,,,,,1,Wednesday,9,0,[],0.0,,4634,12545,,
2025-01-22 09:10:58,Logon,Adnan,DESKTOP-0AQJ93G,S-1-5-21-4114251309-1198409920-2901769127-1001,,Interactive,success,,0x3e7,0.0,127.0.0.1,,DESKTOP-0AQJ93G$,1,Wednesday,9,0,[],0.0,DESKTOP-0AQJ93G,4624,12544,,
2025-01-21 23:34:07,Logoff,DWM-3,Window Manager,,,,success,,0x82b2ff,,,,,0,Tuesday,23,0,[],0.0,,4634,12545,,
2025-01-21 23:34:05,Logoff,UMFD-3,Font Driver Host,,,,success,,0x828544,,,,,0,Tuesday,23,0,[],0.0,,4634,12545,,
2025-01-21 17:07:34,Logoff,Adnan,DESKTOP-0AQJ93G,,,,success,,0x8d7224,,,,,1,Tuesday,17,0,[],0.0,,4634,12545,,
2025-01-21 17:07:30,Logon,Adnan,DESKTOP-0AQJ93G,S-1-5-21-4114251309-1198409920-2901769127-1001,,Interactive,success,,0x3e7,0.0,127.0.0.1,,DESKTOP-0AQJ93G$,1,Tuesday,17,0,[],0.0,DESKTOP-0AQJ93G,4624,12544,,
2025-01-21 15:01:50,Logoff,UMFD-2,Font Driver Host,,,,success,,0x379d2f,,,,,1,Tuesday,15,0,[],0.0,,4634,12545,,
2025-01-21 14:47:53,Logoff,Adnan,DESKTOP-0AQJ93G,,,,success,,0x3ef234,,,,,1,Tuesday,14,0,[],0.0,,4634,12545,,
2025-01-21 14:47:49,Logon,Adnan,DESKTOP-0AQJ93G,S-1-5-21-4114251309-1198409920-2901769127-1001,,Interactive,success,,0x3e7,0.0,127.0.0.1,,DESKTOP-0AQJ93G$,1,Tuesday,14,0,[],0.0,DESKTOP-0AQJ93G,4624,12544,,
2025-01-21 11:54:59,Logon,Adnan,DESKTOP-0AQJ93G,S-1-5-21-4114251309-1198409920-2901769127-1001,,Interactive,success,,0x3e7,0.0,127.0.0.1,,DESKTOP-0AQJ93G$,1,Tuesday,11,0,[],0.0,DESKTOP-0AQJ93G,4624,12544,,
2025-01-21 11:11:00,Logoff,Adnan,DESKTOP-0AQJ93G,,,,success,,0xcc9bd,,,,,1,Tuesday,11,0,[],0.0,,4634,12545,,
2025-01-21 11:10:57,Logon,Adnan,DESKTOP-0AQJ93G,S-1-5-21-4114251309-1198409920-2901769127-1001,,Interactive,success,,0x3e7,0.0,127.0.0.1,,DESKTOP-0AQJ93G$,1,Tuesday,11,0,[],0.0,DESKTOP-0AQJ93G,4624,12544,,
2025-01-21 10:26:35,Logoff,Adnan,DESKTOP-0AQJ93G,,,,success,,0xc5471,,,,,1,Tuesday,10,0,[],0.0,,4634,12545,,
2025-01-21 10:26:28,Logon,Adnan,DESKTOP-0AQJ93G,S-1-5-21-4114251309-1198409920-2901769127-1001,,Interactive,success,,0x3e7,0.0,127.0.0.1,,DESKTOP-0AQJ93G$,1,Tuesday,10,0,[],0.0,DESKTOP-0AQJ93G,4624,12544,,
2025-01-21 09:24:38,Logoff,Adnan,DESKTOP-0AQJ93G,,,,success,,0x9b62f90,,,,,1,Tuesday,9,0,[],0.0,,4634,12545,,
2025-01-21 09:24:35,Logon,Adnan,DESKTOP-0AQJ93G,S-1-5-21-4114251309-1198409920-2901769127-1001,,Interactive,success,,0x3e7,0.0,127.0.0.1,,DESKTOP-0AQJ93G$,1,Tuesday,9,0,[],0.0,DESKTOP-0AQJ93G,4624,12544,,
2025-01-21 09:24:34,Logoff,DWM-9,Window Manager,,,,success,,0x76a7178,,,,,1,Tuesday,9,0,[],0.0,,4634,12545,,
2025-01-20 22:14:37,Logoff,UMFD-9,Font Driver Host,,,,success,,0x76a48b2,,,,,0,Monday,22,0,[],0.0,,4634,12545,,
2025-01-20 20:37:06,Logoff,Adnan,DESKTOP-0AQJ93G,,,,success,,0x8e1c081,,,,,0,Monday,20,0,[],0.0,,4634,12545,,
2025-01-20 20:14:49,Logoff,Adnan,DESKTOP-0AQJ93G,,,,success,,0x8cf8dbf,,,,,0,Monday,20,0,[],0.0,,4634,12545,,
2025-01-20 18:26:31,Logoff,Adnan,DESKTOP-0AQJ93G,,,,success,,0x812f83e,,,,,0,Monday,18,0,[],0.0,,4634,12545,,
2025-01-20 17:13:49,Logoff,Adnan,DESKTOP-0AQJ93G,,,,success,,0x773c322,,,,,1,Monday,17,0,[],0.0,,4634,12545,,
2025-01-20 17:13:45,Logon,Adnan,DESKTOP-0AQJ93G,S-1-5-21-4114251309-1198409920-2901769127-1001,,Interactive,success,,0x3e7,0.0,127.0.0.1,,DESKTOP-0AQJ93G$,1,Monday,17,0,[],0.0,DESKTOP-0AQJ93G,4624,12544,,
2025-01-20 17:13:44,Logoff,DWM-8,Window Manager,,,,success,,0x61a7a80,,,,,1,Monday,17,0,[],0.0,,4634,12545,,
2025-01-20 16:54:47,Logoff,UMFD-8,Font Driver Host,,,,success,,0x61a5531,,,,,1,Monday,16,0,[],0.0,,4634,12545,,
2025-01-20 14:30:01,Logon,Adnan,DESKTOP-0AQJ93G,S-1-5-21-4114251309-1198409920-2901769127-1001,,Interactive,success,,0x3e7,0.0,127.0.0.1,,DESKTOP-0AQJ93G$,1,Monday,14,0,[],0.0,DESKTOP-0AQJ93G,4624,12544,,
2025-01-20 14:30:00,Logoff,DWM-7,Window Manager,,,,success,,0x5fa090b,,,,,1,Monday,14,0,[],0.0,,4634,12545,,
2025-01-20 12:28:50,Logoff,UMFD-7,Font Driver Host,,,,success,,0x5f9ddd4,,,,,1,Monday,12,0,[],0.0,,4634,12545,,
2025-01-20 12:24:06,Logoff,Adnan,DESKTOP-0AQJ93G,,,,success,,0x602494c,,,,,1,Monday,12,0,[],0.0,,4634,12545,,
2025-01-20 12:24:03,Logon,Adnan,DESKTOP-0AQJ93G,S-1-5-21-4114251309-1198409920-2901769127-1001,,Interactive,success,,0x3e7,0.0,127.0.0.1,,DESKTOP-0AQJ93G$,1,Monday,12,0,[],0.0,DESKTOP-0AQJ93G,4624,12544,,
2025-01-20 12:10:50,Logoff,DWM-6,Window Manager,,,,success,,0x55933af,,,,,1,Monday,12,0,[],0.0,,4634,12545,,
2025-01-20 12:10:49,Logoff,UMFD-6,Font Driver Host,,,,success,,0x559095c,,,,,1,Monday,12,0,[],0.0,,4634,12545,,
2025-01-20 11:37:28,Logoff,Adnan,DESKTOP-0AQJ93G,,,,success,,0x5bccc91,,,,,1,Monday,11,0,[],0.0,,4634,12545,,
2025-01-19 21:25:38,Logon,Adnan,DESKTOP-0AQJ93G,S-1-5-21-4114251309-1198409920-2901769127-1001,,Interactive,success,,0x3e7,0.0,127.0.0.1,,DESKTOP-0AQJ93G$,0,Sunday,21,0,[],0.0,DESKTOP-0AQJ93G,4624,12544,,
2025-01-19 21:25:35,Logoff,DWM-5,Window Manager,,,,success,,0x5031720,,,,,0,Sunday,21,0,[],0.0,,4634,12545,,
2025-01-19 21:00:42,Logoff,UMFD-5,Font Driver Host,,,,success,,0x502e57f,,,,,0,Sunday,21,0,[],0.0,,4634,12545,,
2025-01-19 20:53:39,Logon,Adnan,DESKTOP-0AQJ93G,S-1-5-21-4114251309-1198409920-2901769127-1001,,Interactive,success,,0x3e7,0.0,127.0.0.1,,DESKTOP-0AQJ93G$,0,Sunday,20,0,[],0.0,DESKTOP-0AQJ93G,4624,12544,,
2025-01-19 12:34:08,Logoff,DWM-4,Window Manager,,,,success,,0x47fee5e,,,,,0,Sunday,12,0,[],0.0,,4634,12545,,
2025-01-19 12:34:07,Logoff,UMFD-4,Font Driver Host,,,,success,,0x47fc17a,,,,,0,Sunday,12,0,[],0.0,,4634,12545,,
2025-01-19 12:27:20,Logoff,Adnan,DESKTOP-0AQJ93G,,,,success,,0x4bcc181,,,,,0,Sunday,12,0,[],0.0,,4634,12545,,
2025-01-18 13:33:09,Logoff,Adnan,DESKTOP-0AQJ93G,,,,success,,0x48a3526,,,,,0,Saturday,13,0,[],0.0,,4634,12545,,
2025-01-18 13:33:05,Logon,Adnan,DESKTOP-0AQJ93G,S-1-5-21-4114251309-1198409920-2901769127-1001,,Interactive,success,,0x3e7,0.0,127.0.0.1,,DESKTOP-0AQJ93G$,0,Saturday,13,0,[],0.0,DESKTOP-0AQJ93G,4624,12544,,
2025-01-18 13:17:31,Logoff,DWM-3,Window Manager,,,,success,,0x3050579,,,,,0,Saturday,13,0,[],0.0,,4634,12545,,
2025-01-18 13:17:30,Logoff,UMFD-3,Font Driver Host,,,,success,,0x304dec9,,,,,0,Saturday,13,0,[],0.0,,4634,12545,,
2025-01-18 12:58:27,Logoff,Adnan,DESKTOP-0AQJ93G,,,,success,,0x44a972c,,,,,0,Saturday,12,0,[],0.0,,4634,12545,,
2025-01-18 12:04:06,Logoff,Adnan,DESKTOP-0AQJ93G,,,,success,,0x3c8bbdc,,,,,0,Saturday,12,0,[],0.0,,4634,12545,,
2025-01-18 05:59:34,Logoff,Adnan,DESKTOP-0AQJ93G,,,,success,,0x312796d,,,,,0,Saturday,5,0,[],0.0,,4634,12545,,
2025-01-18 05:59:24,Logon,Adnan,DESKTOP-0AQJ93G,S-1-5-21-4114251309-1198409920-2901769127-1001,,Interactive,success,,0x3e7,0.0,127.0.0.1,,DESKTOP-0AQJ93G$,0,Saturday,5,0,[],0.0,DESKTOP-0AQJ93G,4624,12544,,
2025-01-17 23:42:50,Logoff,DWM-2,Window Manager,,,,success,,0x28a9924,,,,,0,Friday,23,0,[],0.0,,4634,12545,,
2025-01-17 23:29:33,Logoff,Adnan,DESKTOP-0AQJ93G,,,,success,,0x2dec723,,,,,0,Friday,23,0,[],0.0,,4634,12545,,
2025-01-17 22:28:07,Logoff,Adnan,DESKTOP-0AQJ93G,,,,success,,0x2927733,,,,,0,Friday,22,0,[],0.0,,4634,12545,,
2025-01-17 22:28:04,Logon,Adnan,DESKTOP-0AQJ93G,S-1-5-21-4114251309-1198409920-2901769127-1001,,Interactive,success,,0x3e7,0.0,127.0.0.1,,DESKTOP-0AQJ93G$,0,Friday,22,0,[],0.0,DESKTOP-0AQJ93G,4624,12544,,
2025-01-17 18:44:14,Logoff,Adnan,DESKTOP-0AQJ93G,,,,success,,0x287972e,,,,,0,Friday,18,0,[],0.0,,4634,12545,,
2025-01-17 18:27:12,Logoff,Adnan,DESKTOP-0AQJ93G,,,,success,,0x2410f22,,,,,0,Friday,18,0,[],0.0,,4634,12545,,
